dre:449990	phlda1, zgc:103749; pleckstrin homology-like domain, family A, member 1
dre:81584	cldne, cb84, fb16e12, wu:fb16e12; claudin e; K06087 claudin
dre:550468	zgc:112437
dre:550444	arl4ca, si:ch211-246m6.1, zgc:112100; ADP-ribosylation factor-like 4Ca; K07945 ADP-ribosylation factor-like protein 4
dre:81585	cldnf, sr:nyz177, wu:fb13d10, zgc:109866; claudin f; K06087 claudin
dre:678612	zgc:136892
dre:386709	dnajb11, cb954; DnaJ (Hsp40) homolog, subfamily B, member 11; K09517 DnaJ homolog subfamily B member 11
dre:541354	zgc:113625
dre:445037	bY187G17.6, si:xx-by187g17.6, wu:fj42e02, zgc:113872; zgc:92880; K13825 hemoglobin subunit epsilon
dre:30170	dharma, boz, dha, nwk; dharma
dre:559161	si:dkey-61p9.5, zgc:198389; si:dkey-61p9.7
dre:100124614	tmem230b, zgc:162251; transmembrane protein 230b
dre:100148408	foxc1a, foxc1.1; forkhead box C1a; K09396 forkhead box protein C
dre:360135	msgn1, mespo, wu:fc39h09, zgc:109769; mesogenin 1; K09077 mesogenin 1
dre:100033591	mir24-2, dre-mir-24-2; microRNA 24-2
dre:492762	trip10a, trip10, zgc:101777; thyroid hormone receptor interactor 10a; K07196 thyroid hormone receptor interactor 10
dre:450012	adprhl1, zgc:103446; ADP-ribosylhydrolase like 1
dre:554361	lmx1ba, lmx1b.2; LIM homeobox transcription factor 1, beta a; K09371 LIM homeobox transcription factor 1
dre:571588	tec, fj21h04, wu:fj21h04, zgc:175287; tec protein tyrosine kinase (EC:2.7.10.1); K07364 tyrosine-protein kinase Tec [EC:2.7.10.2]
dre:100034376	taar10, si:dkey-7c18.8; trace amine-associated receptor 10; K05051 trace amine associated receptor
dre:751763	bbc3; BCL2 binding component 3
dre:555805	vaspa, vasp, zgc:162320; vasodilator-stimulated phosphoprotein a; K06274 vasodilator-stimulated phosphoprotein
dre:406640	tmem47, wu:fb99e01, zgc:63990; transmembrane protein 47
dre:368369	pald1a, cb942, pald, pald1, sb:cb559; phosphatase domain containing, paladin 1a
dre:65236	mapk8b, JNK, JNK1, mapk8, zgc:112379; mitogen-activated protein kinase 8b (EC:2.7.11.24); K04440 c-Jun N-terminal kinase [EC:2.7.11.24]
dre:246090	cygb1, cygb, wu:fb77d07, wu:fb93a03, zgc:109806; cytoglobin 1
dre:30174	nog1, fc23h06, wu:fc23h06, zNog1; noggin 1
dre:561935	aplnra, Agtr1, agtrl1, agtrl1a, zgc:152843; apelin receptor a; K04174 apelin receptor
dre:405784	runx2a; runt-related transcription factor 2a; K09278 runt-related transcription factor 2
dre:30542	foxb1a, cb114, fkd3, foxb1.2, mar; forkhead box B1a; K09395 forkhead box protein B
dre:567182	snx6, im:7146294, wu:fa55b10, zgc:110798; sorting nexin 6; K17920 sorting nexin-5/6/32
dre:30600	mid1ip1a, g12, wu:fj32f05; MID1 interacting protein 1a
dre:567956	lpar2b, zgc:123246; lysophosphatidic acid receptor 2b
dre:83916	nr5a1a, SF1-A, ff1b, nr5a4; nuclear receptor subfamily 5, group A, member 1a
dre:791454	dand5, cha; DAN domain family, member 5; K01645 cerberus 1
dre:445242	hnmt, zgc:100917; histamine N-methyltransferase (EC:2.1.1.8); K00546 histamine N-methyltransferase [EC:2.1.1.8]
dre:100526372	mir3906, dre-mir-3906, zgc:73090; microRNA mir-3906
dre:555989	rt; reverse transcriptase
dre:368877	si:dz266f07.1; si:busm1-266f07.1; K06752 major histocompatibility complex, class II
dre:100148680	nitr7a_2; uncharacterized LOC100148680
dre:565307	zk13a21.14, si:dkey-13a21.14; coiled-coil domain containing 120-like
dre:557932	nitr12, nitr12_1; novel immune-type receptor 12
dre:799219	si:ch211-240l19.7
dre:558699	nitr8_1; uncharacterized LOC558699
dre:555219	znf609, dZ112P11.1, fc26a02, fe47c12, si:busm1-112p11.1, wu:fc26a02, wu:fe47c12; zinc finger protein 609
dre:563556	itgb5, wu:fi30h12; integrin, beta 5; K06588 integrin beta 5
dre:795615	gag-like protein
dre:368382	si:bz1h3.1; si:rp71-1h3.1
dre:170974	nitr2a, dZ169I8.1, nitr2, nitr2.11, nitr2.18, nitr2.22, nitr2.6, nitr2.7, nitr2a_1, nitr2a_1-2, nitr2a_2, nitr2a_3, si:busm1-186f8.2, si:dz186f8.2; novel immune-type receptor 2a
dre:792509	novel protein similar to vertebrate complement component 3 (C3)
dre:100007164	cbln14, si:rp71-1g18.10; cerebellin 14
dre:791723	uncharacterized LOC791723; K06752 major histocompatibility complex, class II
dre:563077	si:ch211-219a15.3
dre:60645	nitr1c, SI:dZ169I8.5, nitr1, nitr1.16, nitr1.2, nitr1.21, nitr1.59, nitr1.63; novel immune-type receptor 1c
dre:446135	Psmb11a; si:ch211-14a17.13 (EC:3.4.25.1); K11598 20S proteasome subunit beta 11 [EC:3.4.25.1]
dre:492323	nitr1f, nitr1.33, nitr1.36, nitr1.49, nitr1f_1-2, si:busm1-219h16.3, si:dz219h16.3; novel immune-type receptor 1f
dre:569052	kcnj1a.6, si:ch211-241l24.7, si:ch211-244h7.8; potassium inwardly-rectifying channel, subfamily J, member 1a, tandem duplicate 6
dre:558159	nitr10b, nitr10b_1; novel immune-type receptor 10b
dre:368754	si:dz163l24.4; si:busm1-163l24.4
dre:568143	car15, si:ch211-265m20.6; carbonic anhydrase 15 (EC:4.2.1.1)
dre:368568	si:dz37i06.4; si:busm1-37i06.4
dre:407086	junba, junb, wu:cegs2778, wu:fa92h07, wu:fq24h03, zgc:64066; jun B proto-oncogene a; K09028 transcription factor jun-B
dre:403127	tlr1; toll-like receptor 1; K05398 toll-like receptor 1
dre:403132	tlr4bb, tlr4b; toll-like receptor 4b, duplicate b; K10160 toll-like receptor 4
dre:562853	kcna2b, zgc:174907; potassium voltage-gated channel, shaker-related subfamily, member 2b
dre:335916	jun, c-Jun, fj36h07, wu:fj36h07, zgc:65863; jun proto-oncogene; K04448 transcription factor AP-1
dre:100148073	caskb, wu:fd08c05; calcium/calmodulin-dependent serine protein kinase b (EC:2.7.11.1); K06103 calcium/calmodulin-dependent serine protein kinase [EC:2.7.11.1]
dre:64886	mhc1ufa, UFA, mhc1ubal; major histocompatibility complex class I UFA
dre:378479	mhc1ze, Dare-ZE, mhc1zaa; major histocompatibility complex class I ZE gene
dre:336426	chmp1b, Chmp1.5, fb10c03, wu:fb10c03, zgc:56134; chromatin modifying protein 1B; K12197 charged multivesicular body protein 1
dre:393832	zgc:77748
dre:550387	mhc1uia, mhc1uxa1, zgc:111997; major histocompatibility complex class I UIA
dre:359828	hic2, HRG22, zgc:109776; hypermethylated in cancer 2
dre:335509	a1, fj17g12, wu:fj17g12; zgc:113912; K06752 major histocompatibility complex, class II
dre:560927	c1r, zgc:112309; complement component 1, r subcomponent
dre:613141	itih3b, fb66b03, fd46a07, itih3, wu:fb66b03, wu:fd46a07, zgc:113924, zgc:113925, zgc:56244; inter-alpha-trypsin inhibitor heavy chain 3b
dre:692260	zgc:136538
dre:572691	inppl1b, ship-2b; inositol polyphosphate phosphatase-like (EC:3.1.3.86)
dre:100038770	mhc1zea; zgc:162351
dre:100038785	zgc:163069 (EC:3.6.3.14); K02133 F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]
dre:100049175	nkd2a, nkd2; naked cuticle homolog 2a
dre:792207	cyp2aa7, zgc:171947; cytochrome P450, family 2, subfamily AA, polypeptide 7; K17852 cytochrome P450, family 2, subfamily AA/AD
dre:403135	tlr22, TLR21.2; toll-like receptor 22; K18808 toll-like receptor 13
dre:102216267	zmp:0000000679; si:ch73-281f12.4
dre:654425	grnaas; granulin a antisense
dre:553446	uncharacterized LOC553446
dre:100007193	im:7160157
dre:100006451	fa10h04; wu:fa10h04
dre:562754	dync2h1, wu:fj04e09; dynein cytoplasmic 2 heavy chain 1
dre:562429	nid1b, id:ibd5062; nidogen 1b
dre:100002303	fb55f04; wu:fb55f04
dre:100272168	rn7sk; RNA, 7SK small nuclear
dre:100415795	ugt1b6p, Ugt1b6; UDP glucuronosyltransferase 1 family, pseudogene B6
dre:100415801	ugt2b2p, Ugt2b2; UDP glucuronosyltransferase 2 family, pseudogene B2
dre:100415802	ugt2b4p, Ugt2b4; UDP glucuronosyltransferase 2 family, pseudogene B4
dre:100500728	endothelium-specific receptor tyrosine kinase 1 antisense
dre:565979	fam120a, im:7152789; family with sequence similarity 120A
dre:368901	si:zc214p16.1; si:ch211-214p16.1
dre:550134	ubb, Ubi-p63E, im:6892314, si:ch211-202a12.3, ubc, zUBC, zgc:172187; ubiquitin B; K08770 ubiquitin C
dre:394048	h2afx, zgc:56329; H2A histone family, member X; K11251 histone H2A
dre:406323	chia.1, chit1, wu:fb57c11, wu:fb66f12, zgc:56053; chitinase, acidic.1
dre:140815	cebpa, c/ebpa, cb1062, wu:fj20f03; CCAAT/enhancer binding protein (C/EBP), alpha; K09055 CCAAT/enhancer binding protein (C/EBP), alpha
dre:406338	chia.2, chioIa, wu:fb61c11, zgc:55941, zgc:77889; chitinase, acidic.2; K01183 chitinase [EC:3.2.1.14]
dre:30274	foxg1a, BF-1, bf1, foxg1, zgc:109850; forkhead box G1a; K09385 forkhead box protein G
dre:60640	cyp19a1b, AroB, CYP19a2, P450aromB, cyp19, cyp19b, zgc:92614; cytochrome P450, family 19, subfamily A, polypeptide 1b; K07434 aromatase [EC:1.14.14.14]
dre:393335	hsd17b3, zgc:64019; hydroxysteroid (17-beta) dehydrogenase 3 (EC:1.1.1.64); K10207 testosterone 17beta-dehydrogenase (NADP+) [EC:1.1.1.64]
dre:795490	kcna6a, kcna6, si:ch73-230f23.2, zgc:194413, zgc:194437; potassium voltage-gated channel, shaker-related, subfamily, member 6 a
dre:100002553	si:dkey-202l22.3
dre:360143	mxb; myxovirus (influenza) resistance B
dre:338101	spaw; southpaw; K04666 nodal
dre:30282	mt, mt1; metallothionein-1
dre:569386	pecam1, zmp:0000000686; platelet/endothelial cell adhesion molecule 1; K06471 platelet/endothelial cell adhesion molecule
dre:445114	cdk5r2b, zgc:91938; cyclin-dependent kinase 5, regulatory subunit 2b (p39); K11716 cyclin-dependent kinase 5 activator 1
dre:767806	zgc:153264; K07375 tubulin beta
dre:30304	tdgf1, cb85, cripto, oep, wu:fe01d04, zgc:109829; teratocarcinoma-derived growth factor 1
dre:751686	slc24a2, zgc:153443; solute carrier family 24 (sodium/potassium/calcium exchanger), member 2
dre:553508	ugt8, si:dkey-189j19.2, zgc:136652; UDP glycosyltransferase 8 (EC:2.4.1.45); K04628 2-hydroxyacylsphingosine 1-beta-galactosyltransferase [EC:2.4.1.45]
dre:100126011	map3k20, zgc:171516; mitogen-activated protein kinase kinase kinase 20
dre:572146	cdk14, zgc:172096; cyclin-dependent kinase 14 (EC:2.7.11.22); K08821 cyclin-dependent kinase 14 [EC:2.7.11.22]
dre:557679	mapre2, zgc:171788; microtubule-associated protein, RP/EB family, member 2; K10436 microtubule-associated protein, RP/EB family
dre:393409	tmem185, zgc:63572; transmembrane protein 185
dre:564210	znf76, zgc:153635; zinc finger protein 76
dre:567207	kctd16a, lrl1; potassium channel tetramerization domain containing 16a
dre:795135	slc9a1, nhe1; solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1; K05742 solute carrier family 9 (sodium/hydrogen exchanger), member 1
dre:449553	impact, CH73-159L23.5, zgc:103672; impact RWD domain protein
dre:678641	dab1b, zgc:136547; Dab, reelin signal transducer, homolog 1b (Drosophila)
dre:445146	otud5b, wu:fi28a06, zgc:100839; OTU deubiquitinase 5b
dre:30364	fzd5, fz2, fz8c, fzd8c, zg02; frizzled class receptor 5; K02375 frizzled 5/8
dre:170454	meis2a, fa26d08, meis2.2, wu:fa26d08; Meis homeobox 2a; K16670 homeobox protein Meis2
dre:336346	sox4a, sox4, wu:fb82f08, wu:fq41g10, zgc:65850, zgc:77392; SRY (sex determining region Y)-box 4a; K09268 transcription factor SOX4/11/12 (SOX group C)
dre:393412	klhl24b, zgc:63606; kelch-like family member 24b
dre:30507	hbaa1, AA1, dZ118J2.2; hemoglobin, alpha adult 1; K13826 hemoglobin subunit zeta
dre:449833	zdhhc15a, zgc:103780; zinc finger, DHHC-type containing 15a (EC:2.3.1.-); K18932 palmitoyltransferase [EC:2.3.1.225]
dre:30369	fzd7a, fz7, id:ibd2735, wu:fc17e10, zg07; frizzled class receptor 7a; K02432 frizzled 1/7
dre:541497	slc47a1, mate6, zgc:113362; solute carrier family 47 (multidrug and toxin extrusion), member 1; K03327 multidrug resistance protein, MATE family
dre:792274	rhcgb, rhcg, rhcgl2, zgc:77520; Rh family, C glycoprotein b
dre:548610	gli2b; GLI family zinc finger 2b; K16798 zinc finger protein GLI2
dre:30366	fzd10, fk48e04, fz4, fzb, wu:fk48e04, zg04; frizzled class receptor 10; K02842 frizzled 9/10
dre:100004287	slc5a3a, CH211-132G1.5, si:ch211-132g1.5, slc5a3; solute carrier family 5 (sodium/myo-inositol cotransporter), member 3a
dre:569360	dcc, zdcc; DCC netrin 1 receptor; K06765 deleted in colorectal carcinoma
dre:414930	ift20, zgc:103674; intraflagellar transport 20 homolog (Chlamydomonas); K16473 intraflagellar transport protein 20
dre:368275	ppm1g, cb167, wu:fb37b10, wu:fe01e01; protein phosphatase, Mg2+/Mn2+ dependent, 1G (EC:3.1.3.16); K17499 protein phosphatase 1G [EC:3.1.3.16]
dre:767670	vps4a, zgc:153907; vacuolar protein sorting 4a homolog A (S. cerevisiae) (EC:3.6.4.6); K12196 vacuolar protein-sorting-associated protein 4
dre:556920	slc19a3b, si:dkey-223n17.4, slc19a3; solute carrier family 19 (thiamine transporter), member 3b; K14610 solute carrier family 19 (thiamine transporter), member 2/3
dre:415098	top1mt; topoisomerase (DNA) I, mitochondrial (EC:5.99.1.2)
dre:572347	klhl8, zgc:158266; kelch-like family member 8; K10446 kelch-like protein 8
dre:58061	hoxa11a; homeobox A11a
dre:100148449	nostrin; nitric oxide synthase trafficking
dre:393645	swap70a, zgc:63599; SWAP switching B-cell complex 70a subunit 70a
dre:30370	fzd2, cb383, fz8, wu:fb70g09, zfz2, zg08; frizzled class receptor 2; K02235 frizzled 2
dre:393436	aqr, zgc:63611; aquarius intron-binding spliceosomal factor; K12874 intron-binding protein aquarius
dre:555724	slc30a10; solute carrier family 30, member 10; K14697 solute carrier family 30 (zinc transporter), member 10
dre:30669	mtnr1ba, mel1b, mtnr1b; melatonin receptor type 1Ba
dre:559284	aqp1a.2; aquaporin 1a (Colton blood group), tandem duplicate 2
dre:568258	slc9a3.1, nhe3a, si:dkey-3n22.4; solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3, tandem duplicate 1; K12040 solute carrier family 9 (sodium/hydrogen exchanger), member 3
dre:57926	gpr173, sreb3, zgc:194661, zgc:194688; G protein-coupled receptor 173; K04300 super conserved receptor expressed in brain 3
dre:494131	gprc6a, ZO6; G protein-coupled receptor, class C, group 6, member A; K04622 G protein-coupled receptor family C group 6 member A
dre:404608	rad51d, zgc:77165; RAD51 paralog D; K10871 RAD51-like protein 3
dre:553585	echdc1, MMCD, zgc:110060; enoyl CoA hydratase domain containing 1 (EC:4.1.1.41 4.1.1.94); K18426 ethylmalonyl-CoA/methylmalonyl-CoA decarboxylase [EC:4.1.1.94 4.1.1.41]
dre:404629	nbl1, dan, zgc:77251; neuroblastoma 1, DAN family BMP antagonist; K19558 neuroblastoma suppressor of tumorigenicity 1
dre:393875	sox4b, zgc:63851; SRY (sex determining region Y)-box 4b; K09268 transcription factor SOX4/11/12 (SOX group C)
dre:30578	ldb2b, ldb2l, ldb3, wu:fd16f11, zgc:92548; LIM domain binding 2b
dre:407978	cdh23; cadherin-related 23; K06813 cadherin 23
dre:58048	hoxa9b, Hoxa-9, zgc:110504; homeobox A9b
dre:266752	adra2c, zgc:194523, zgc:194541; adrenoceptor alpha 2C; K04140 adrenergic receptor alpha-2C
dre:494073	erg, zgc:103429; v-ets avian erythroblastosis virus E26 oncogene homolog; K09435 transcriptional regulator ERG
dre:447940	adam9, zgc:101824; ADAM metallopeptidase domain 9
dre:569298	ctsbb; cathepsin Bb; K01363 cathepsin B [EC:3.4.22.1]
dre:445397	chmp6b, chmp6, chmp6l, flj11749l, wu:fb79d02, zgc:110067; charged multivesicular body protein 6b; K12195 charged multivesicular body protein 6
dre:378965	fem1c; fem-1 homolog c (C. elegans)
dre:405777	pou1f1, pit-1, pit1; POU class 1 homeobox 1; K09363 POU domain transcription factor, class 1
dre:394150	oxsr1b, zgc:55494, zgc:77321; oxidative stress responsive 1b (EC:2.7.11.1); K08835 serine/threonine-protein kinase OSR1/STK39 [EC:2.7.11.1]
dre:406512	nfe2l3, wu:fa04h04, zgc:77291; nuclear factor, erythroid 2-like 3
dre:562259	rsph3, rshl2, si:ch211-122h15.2; radial spoke 3 homolog (Chlamydomonas)
dre:58072	fzd8b, ZG06, Zfz8b, fz6, fz8b, fzA, ik:tdsubc_1e1, xx:tdsubc_1e1, zfzA; frizzled class receptor 8b; K02375 frizzled 5/8
dre:557384	fzd1, fz10, fz3, zg03, zg10, zgc:194761, zgc:194774; frizzled class receptor 1; K02432 frizzled 1/7
dre:406704	spg21, wu:fd07h02, zgc:73091; spastic paraplegia 21 (autosomal recessive, Mast syndrome); K19367 maspardin
dre:402931	slc35b2, zgc:64182, zgc:77349; solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2; K15276 solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2
dre:393182	prpf4ba, zgc:56223; pre-mRNA processing factor 4Ba
dre:100006598	hoxd12a, HOX-D12, hoxd-12, hoxd12; homeobox D12a; K09297 homeobox protein HoxC/D12
dre:323918	stt3b, fc14a12, wu:fc14a12, zgc:56494; STT3B, subunit of the oligosaccharyltransferase complex (catalytic)
dre:405861	pccb, zgc:85813; propionyl CoA carboxylase, beta polypeptide (EC:6.4.1.3); K01966 propionyl-CoA carboxylase beta chain [EC:6.4.1.3]
dre:30751	pcmt, fj13d06, pimt, wu:fj13d06; protein-L-isoaspartate (D-aspartate) O-methyltransferase (EC:2.1.1.77); K00573 protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
dre:100000808	zbed4, si:dkey-164m14.5; zinc finger, BED-type containing 4
dre:30576	ldb1b, ldb1; LIM-domain binding 1b; K15617 LIM domain-binding protein 1
dre:30603	sox11b, fb53e02, fc90d10, wu:fb53e02, wu:fc90d10; SRY (sex determining region Y)-box 11b; K09268 transcription factor SOX4/11/12 (SOX group C)
dre:333957	ndel1b, wu:fi23c04, wu:fi23e06; nudE neurodevelopment protein 1-like 1b; K16739 nuclear distribution protein NudE-like 1
dre:569980	bckdhb, zgc:158777; branched chain keto acid dehydrogenase E1, beta polypeptide (EC:1.2.4.4); K00167 2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]
dre:558162	rmdn1, zgc:171674; regulator of microtubule dynamics 1
dre:641427	exo5, Exo_V, zgc:123272; exonuclease 5; K17815 exonuclease V [EC:3.1.-.-]
dre:797780	ssuh2.3, zgc:175175; ssu-2 homolog, tandem duplicate 3
dre:100000741	ccl33.2, si:ch211-149o7.6; chemokine (C-C motif) ligand 33, duplicate 2
dre:373872	fyna, c-fyn, fyn, zgc:86720; FYN proto-oncogene, Src family tyrosine kinase a (EC:2.7.10.2); K05703 tyrosine-protein kinase Fyn [EC:2.7.10.2]
dre:450017	atp6v0e1, atp6v0e, atpv0e1, zgc:103433; ATPase, H+ transporting, lysosomal V0 subunit e1 (EC:3.6.3.14); K02153 V-type H+-transporting ATPase subunit e
dre:100000104	stra6l, zgc:162946; STRA6-like
dre:550481	rhoub, wu:fb18g01, zgc:110357; ras homolog family member Ub; K07865 Ras homolog gene family, member U
dre:504040	ak7b, im:7150989, zgc:165635; adenylate kinase 7b (EC:2.7.4.3); K00939 adenylate kinase [EC:2.7.4.3]
dre:100134975	il21r.2, il-21r.b, il21rl; interleukin 21 receptor, tandem duplicate 2
dre:393210	wdr45b, wdr45l, zgc:56002; WD repeat domain 45B
dre:445049	zgc:92137 (EC:3.2.1.1)
dre:334597	ppp1cbl, Pp1alpha-96A, wu:fa14b10, zgc:64169; protein phosphatase 1, catalytic subunit, beta isoform, like (EC:3.1.3.16); K06269 serine/threonine-protein phosphatase PP1 catalytic subunit [EC:3.1.3.16]
dre:266797	stt3a, cb437, itm1, wu:fb38c11; STT3A, subunit of the oligosaccharyltransferase complex (catalytic) (EC:2.4.1.-); K07151 dolichyl-diphosphooligosaccharide--protein glycosyltransferase [EC:2.4.99.18]
dre:559707	slc35a3a, si:ch211-228b23.2; solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3a; K15272 solute carrier family 35 (UDP-sugar transporter), member A1/2/3
dre:550402	arf4b, arf4, zgc:112199; ADP-ribosylation factor 4b
dre:561188	zgc:165507; K08184 MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 7
dre:550370	nudt12, zgc:112020; nudix (nucleoside diphosphate linked moiety X)-type motif 12 (EC:3.6.1.22); K03426 NAD+ diphosphatase [EC:3.6.1.22]
dre:562764	trim32; tripartite motif containing 32; K10607 tripartite motif-containing protein 32 [EC:2.3.2.27]
dre:100136867	zgc:174944
dre:393514	zgc:77373; zgc:65873
dre:393506	wdr77, zgc:65780, zgc:77274; WD repeat domain 77; K13221 methylosome protein 50
