mmu:106740	no KO assigned | (RefSeq) uncharacterized LOC106740
mmu:625054	no KO assigned | (RefSeq) Gm6548, EG625054; eukaryotic translation elongation factor 1 alpha 1 pseudogene
mmu:68307	no KO assigned | (RefSeq) Lrriq4, 4930558O21Rik; leucine-rich repeats and IQ motif containing 4
mmu:58238	no KO assigned | (RefSeq) Fam181b, A830059I20Rik, AB041569; family with sequence similarity 181, member B
mmu:382423	no KO assigned | (RefSeq) Atxn7l3b, 4921506J03Rik, 6230409E21Rik, AI315132; ataxin 7-like 3B
mmu:75070	no KO assigned | (RefSeq) 4930515G16Rik; myc induced nuclear antigen pseudogene
mmu:353374	no KO assigned | (RefSeq) Snord61, MBII-342, Rnu61; small nucleolar RNA, C/D box 61
mmu:104370	no KO assigned | (RefSeq) Snora68, MBI-30, Rnu68; small nucleolar RNA, H/ACA box 68
mmu:104369	no KO assigned | (RefSeq) Snora69, MBI-134, Rnu69; small nucleolar RNA, H/ACA box 69
mmu:104368	no KO assigned | (RefSeq) Snora70, MBI-5, Rnu70; small nucleolar RNA, H/ACA box 70
mmu:104366	no KO assigned | (RefSeq) Snora64, MBI-29, Rnu64; small nucleolar RNA, H/ACA box 64
mmu:654455	no KO assigned | (RefSeq) Gm21944, Defb48-ps; defensin beta 48 pseudogene
mmu:432986	no KO assigned | (RefSeq) Gm5477, EG432986, Kb16p; type II keratin Kb16P
mmu:432985	no KO assigned | (RefSeq) Gm5476, EG432985, Kb17P; type II keratin Kb17P pseudogene
mmu:100044236	no KO assigned | (RefSeq) Copg2os2, AW049845, Copg2as2, Lb9, Mit1; coatomer protein complex, subunit gamma 2, opposite strand 2
mmu:80828	no KO assigned | (RefSeq) Snord82, Rnu82, U82, Z25; small nucleolar RNA, C/D box 82
mmu:78103	no KO assigned | (RefSeq) 8430431K14Rik; RIKEN cDNA 8430431K14 gene
mmu:19799	no KO assigned | (RefSeq) Rn4.5s; 4.5S RNA
mmu:19370	K07987 retinoic acid early transcript 1 | (RefSeq) Raet1c, RAE-1gamma; retinoic acid early transcript gamma
mmu:19368	K07987 retinoic acid early transcript 1 | (RefSeq) Raet1a, RAE-1alpha, Rae1alpha, Raet1; retinoic acid early transcript 1, alpha
mmu:20905	K01131 steryl-sulfatase [EC:3.1.6.2] | (RefSeq) Sts, ArsC; steroid sulfatase
mmu:624910	K16449 regulator of G-protein signaling | (RefSeq) Rgs21, EG624910; regulator of G-protein signalling 21
mmu:18663	K00927 phosphoglycerate kinase [EC:2.7.2.3] | (RefSeq) Pgk2, Pgk-2, Tcp-2; phosphoglycerate kinase 2
mmu:108072	K04608 metabotropic glutamate receptor 6/7/8 | (RefSeq) Grm6, BC021919, Gm3, Gprc1f, mGluR6, nerg1, nob2, nob3, nob4; glutamate receptor, metabotropic 6
mmu:11551	K04138 adrenergic receptor alpha-2A | (RefSeq) Adra2a, AW122659, Adra-2, Adra-2a, alpha(2A)AR, alpha2-C10, alpha2A, alpha2A-AR; adrenergic receptor, alpha 2a
mmu:546980	no KO assigned | (RefSeq) Vmn2r74, EG546980; vomeronasal 2, receptor 74
mmu:11553	K04140 adrenergic receptor alpha-2C | (RefSeq) Adra2c, Adra-2c, [a]2C, alpha2-C4, alpha2C; adrenergic receptor, alpha 2c
mmu:243923	no KO assigned | (RefSeq) Rgs9bp, R9AP, Rgs9-1bp; regulator of G-protein signalling 9 binding protein
mmu:235033	K11150 retinol dehydrogenase 8 [EC:1.1.1.-] | (RefSeq) Rdh8, Gm182, prRDH; retinol dehydrogenase 8
mmu:171248	K04614 vomeronasal1 receptor | (RefSeq) Vmn1r214, V1rh5; vomeronasal 1 receptor 214
mmu:432600	no KO assigned | (RefSeq) Gm11568, OTTMUSG00000002207; predicted gene 11568
mmu:236069	no KO assigned | (RefSeq) Gm13238, OTTMUSG00000011065; carnitine deficiency-associated gene expressed in ventricle 3 pseudogene
mmu:620016	no KO assigned | (RefSeq) Gm12669, OTTMUSG00000007920; glutaredoxin 3 pseudogene
mmu:619842	no KO assigned | (RefSeq) Gm12633, OTTMUSG00000007790; zinc finger protein 352 pseudogene
mmu:74941	no KO assigned | (RefSeq) 4930503H13Rik; gem (nuclear organelle) associated protein 8 pseudogene
mmu:227885	no KO assigned | (RefSeq) Gm13498, OTTMUSG00000012426; heat shock protein 90 alpha (cytosolic), class B member 1 pseudogene
mmu:667551	no KO assigned | (RefSeq) Vmn1r157, 100043559, EG667551, Gm4517, Gm8699, Vmn1r109; vomeronasal 1 receptor 157
mmu:625342	no KO assigned | (RefSeq) Gm13315, OTTMUSG00000011384; lactate dehydrogenase A pseudogene
mmu:108637	K14865 U14 small nucleolar RNA | (RefSeq) Snord14c, Gm23107, Rnu14, U14; small nucleolar RNA, C/D box 14C
mmu:100302594	K14865 U14 small nucleolar RNA | (RefSeq) Snord14e; small nucleolar RNA, C/D box 14E
mmu:100302593	K14865 U14 small nucleolar RNA | (RefSeq) Snord14d, Gm23710; small nucleolar RNA, C/D box 14D
mmu:627914	K09228 KRAB domain-containing zinc finger protein | (RefSeq) Gm14430, OTTMUSG00000016607; predicted gene 14430
mmu:545700	no KO assigned | (RefSeq) Smarca5-ps, 9230115A19Rik, OTTMUSG00000011029; SWI/SNF related, matrix associated, actin depenent ragulator of chromatin, subfamily a, member 5, pseudogene
mmu:433406	no KO assigned | (RefSeq) Gm13363, OTTMUSG00000011595; predicted gene 13363
mmu:497106	no KO assigned | (RefSeq) Rnase12, Rai1; ribonuclease, RNase A family, 12 (non-active)
mmu:18992	K09365 POU domain transcription factor, class 3 | (RefSeq) Pou3f2, 9430075J19Rik, A230098E07Rik, Brn-2, Brn2, OTF-7, Otf7, oct-7; POU domain, class 3, transcription factor 2
mmu:20346	K06840 semaphorin 3 | (RefSeq) Sema3a, Hsema-I, SEMA1, SemD, Semad, coll-1; sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A
mmu:16477	K09028 transcription factor jun-B | (RefSeq) Junb; jun B proto-oncogene
mmu:233670	K04257 olfactory receptor | (RefSeq) Olfr6, M50, MOR103-16; olfactory receptor 6
mmu:244701	K04286 melatonin receptor type 1B | (RefSeq) Mtnr1b, Mel-1B-R, Mel1b, Mt2; melatonin receptor 1B
mmu:26927	K09405 forkhead box protein L | (RefSeq) Foxl2, AU045128, BPES, PINTO, Pfrk; forkhead box L2
mmu:213788	K04133 muscarinic acetylcholine receptor M5 | (RefSeq) Chrm5, AChR-M5, M5R, m5; cholinergic receptor, muscarinic 5
mmu:18314	K04257 olfactory receptor | (RefSeq) Olfr17, MOR263-5, P2; olfactory receptor 17
mmu:54483	K12803 pyrin | (RefSeq) Mefv, FMF, TRIM20, pyrin; Mediterranean fever
mmu:13124	K07431 sterol 12-alpha-hydroxylase [EC:1.14.18.8 1.14.13.96] | (RefSeq) Cyp8b1; cytochrome P450, family 8, subfamily b, polypeptide 1
mmu:20664	K09267 transcription factor SOX1/3/14/21 (SOX group B) | (RefSeq) Sox1, BB176347, Sox-1; SRY (sex determining region Y)-box 1
mmu:57269	K04257 olfactory receptor | (RefSeq) Olfr1507, MOR244-1, Mor28, Or28; olfactory receptor 1507
mmu:18991	K09365 POU domain transcription factor, class 3 | (RefSeq) Pou3f1, Oct-6, Oct6, Otf-6, Otf6, Scip, Test1, Tst-1, Tst1; POU domain, class 3, transcription factor 1
mmu:18378	no KO assigned | (RefSeq) Omp; olfactory marker protein
mmu:242517	K05414 interferon alpha | (RefSeq) Ifna15, Gm12597, Ifnaa, MuIFN-alpha-A, OTTMUSG00000007655; interferon alpha 15
mmu:117004	K04257 olfactory receptor | (RefSeq) Olfr73, MOR174-9, fascin-1, mOR-EG; olfactory receptor 73
mmu:16514	K05004 potassium inwardly-rectifying channel subfamily J member 11 | (RefSeq) Kcnj11, Kir6.2, mBIR; potassium inwardly rectifying channel, subfamily J, member 11
mmu:105193	K10602 E3 ubiquitin-protein ligase NHLRC1 [EC:2.3.2.27] | (RefSeq) Nhlrc1, AI505271, B230309E09Rik, EPM2B; NHL repeat containing 1
mmu:50518	K08725 agouti signaling protein | (RefSeq) a, A<y>, ASIP, ASP, As; nonagouti
mmu:14610	K07631 gap junction alpha-10 protein | (RefSeq) Gja10, Cx-57, Cx59, cx57; gap junction protein, alpha 10
mmu:20715	K04525 serpin peptidase inhibitor, clade A | (RefSeq) Serpina3g, 2A2, AI119734, Spi2-1, Spi2/eb.1, Spi2A, spi2; serine (or cysteine) peptidase inhibitor, clade A, member 3G
mmu:404549	K05414 interferon alpha | (RefSeq) Ifna14, OTTMUSG00000007662; interferon alpha 14
mmu:230398	no KO assigned | (RefSeq) Ifna16, BC114392, Gm13280, Ifna6T, Ifnat6, OTTMUSG00000011275; interferon alpha 16
mmu:14221	K16674 four-jointed box protein 1 | (RefSeq) Fjx1; four jointed box 1 (Drosophila)
mmu:21748	no KO assigned | (RefSeq) Terc, mTER, mTR; telomerase RNA component
mmu:378435	K07595 transcription factor MAFA | (RefSeq) Mafa, RIPE3b1; v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)
mmu:12642	K10223 cholesterol 25-hydroxylase [EC:1.14.99.38] | (RefSeq) Ch25h, AI462618, m25OH; cholesterol 25-hydroxylase
mmu:77532	no KO assigned | (RefSeq) Jrkl, C030035D04Rik, HHMJG; Jrk-like
mmu:53603	K05436 thymic stromal lymphopoietin | (RefSeq) Tslp; thymic stromal lymphopoietin
mmu:75304	no KO assigned | (RefSeq) 4930563E22Rik; RIKEN cDNA 4930563E22 gene
mmu:245403	no KO assigned | (RefSeq) Dcaf12l2, A130007F10Rik, Wdr40c; DDB1 and CUL4 associated factor 12-like 2
mmu:12703	K04694 suppressor of cytokine signaling 1 | (RefSeq) Socs1, Cish1, Cish7, JAB, SOCS-1, SSI-1; suppressor of cytokine signaling 1
mmu:23796	K04174 apelin receptor | (RefSeq) Aplnr, APJ, Agtrl1, msr/apj; apelin receptor
mmu:114671	K03345 sentrin-specific protease 2 (axin associating molecule) [EC:3.4.22.68] | (RefSeq) 4930444G20Rik; RIKEN cDNA 4930444G20 gene
mmu:258722	K04257 olfactory receptor | (RefSeq) Olfr611, MOR15-1, MOR15-4; olfactory receptor 611
mmu:110805	K09398 forkhead box protein E | (RefSeq) Foxe1, Titf2; forkhead box E1
mmu:629079	no KO assigned | (RefSeq) Vmn2r56, EG629079; vomeronasal 2, receptor 56
mmu:100042499	no KO assigned | (RefSeq) Vmn2r55; vomeronasal 2, receptor 55
mmu:667472	no KO assigned | (RefSeq) Gm8653, EG667472, Vmn1r144; predicted gene 8653
mmu:545637	no KO assigned | (RefSeq) Gm11758, OTTMUSG00000004013; predicted gene 11758
mmu:226351	no KO assigned | (RefSeq) Tmem185b, 2500001K11Rik; transmembrane protein 185B
mmu:100503388	no KO assigned | (RefSeq) Gm19668; predicted gene, 19668
mmu:100502865	no KO assigned | (RefSeq) 2300003K06Rik; RIKEN cDNA 2300003K06 gene
mmu:100043061	no KO assigned | (RefSeq) Gm4201, Vmn1r154; predicted gene 4201
mmu:100043019	no KO assigned | (RefSeq) Gm4175, Vmn1r133; predicted gene 4175
mmu:100042964	no KO assigned | (RefSeq) Gm4133, Vmn1r98; predicted gene 4133
mmu:435949	no KO assigned | (RefSeq) Gm5728, EG435949, Vmn1r99; predicted gene 5728
mmu:100043016	no KO assigned | (RefSeq) Vmn1r131, Gm4172; vomeronasal 1 receptor 131
mmu:100043033	no KO assigned | (RefSeq) Gm16451, EG667454, Vmn1r140; predicted pseudogene 16451
mmu:667512	no KO assigned | (RefSeq) Gm8677, EG667512, Vmn1r153; predicted gene 8677
mmu:435946	no KO assigned | (RefSeq) Gm5726, EG435946, Vmn1r105; predicted gene 5726
mmu:100043079	no KO assigned | (RefSeq) Gm4214, Vmn1r161; predicted gene 4214
mmu:100042976	no KO assigned | (RefSeq) Gm4141, Vmn1r106; predicted gene 4141
mmu:100043043	no KO assigned | (RefSeq) Gm4187, Vmn1r146; predicted gene 4187
mmu:667485	no KO assigned | (RefSeq) Gm8660, EG667485, Vmn1r147; predicted gene 8660
mmu:670496	no KO assigned | (RefSeq) Gm11564, OTTMUSG00000002201; predicted gene 11564
mmu:239217	no KO assigned | (RefSeq) Kctd12, AU046135, AW538430, Pfet1, Pfetin; potassium channel tetramerisation domain containing 12
mmu:53626	no KO assigned | (RefSeq) Insm1, IA-1; insulinoma-associated 1
mmu:20677	K09268 transcription factor SOX4/11/12 (SOX group C) | (RefSeq) Sox4, AA682046, Sox-4; SRY (sex determining region Y)-box 4
mmu:17202	K04202 melanocortin 4 receptor | (RefSeq) Mc4r, Mc4-r; melanocortin 4 receptor
mmu:111241	K09282 high mobility group AT-hook protein 1 | (RefSeq) Hmga1-rs1, Hmgi-rs1; high mobility group AT-hook I, related sequence 1
mmu:381572	K14351 arylacetamide deacetylase-like 3/4 [EC:3.1.1.-] | (RefSeq) 9430007A20Rik, Aadacl4, Gm1034; RIKEN cDNA 9430007A20 gene
mmu:59016	no KO assigned | (RefSeq) Thap11, 2810036E22Rik, AB041579, CTG-B43a, CTG-B45d, Ronin; THAP domain containing 11
mmu:228677	K00654 serine palmitoyltransferase [EC:2.3.1.50] | (RefSeq) Sptlc3, C130053K05Rik; serine palmitoyltransferase, long chain base subunit 3
mmu:54652	K04853 voltage-dependent calcium channel L type alpha-1F | (RefSeq) Cacna1f, A930034B14, Cav1.4, Sfc17, nerg1, nob2; calcium channel, voltage-dependent, alpha 1F subunit
mmu:404239	no KO assigned | (RefSeq) Mrgprb5, Mgrg11, MrgB5; MAS-related GPR, member B5
mmu:15495	K00070 3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1] | (RefSeq) Hsd3b4; hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 4
mmu:218066	K04257 olfactory receptor | (RefSeq) Olfr11, M49, MOR256-11, ORL121; olfactory receptor 11
mmu:381353	no KO assigned | (RefSeq) Gm996; predicted gene 996
mmu:237958	K14212 signal peptide peptidase-like 2C [EC:3.4.23.-] | (RefSeq) Sppl2c, 4933407P14Rik, IMP5; signal peptide peptidase 2C
mmu:237761	no KO assigned | (RefSeq) Sowaha, A830006N08Rik, Ankrd43; sosondowah ankyrin repeat domain family member A
mmu:18307	K04257 olfactory receptor | (RefSeq) Olfr10, GA_x6K02T2QP88-6117098-6116163, L45, MOR256-55; olfactory receptor 10
mmu:259005	K04257 olfactory receptor | (RefSeq) Olfr139, M5, MOR255-2; olfactory receptor 139
mmu:268934	K04607 metabotropic glutamate receptor 4 | (RefSeq) Grm4, Gprc1d, mGluR4; glutamate receptor, metabotropic 4
mmu:71884	K01183 chitinase [EC:3.2.1.14] | (RefSeq) Chit1, 2300002L19Rik; chitinase 1 (chitotriosidase)
mmu:100042480	no KO assigned | (RefSeq) Nhsl2, 1110062M06Rik, 6430511F03, AI225852, AW488865, EG621083, Gm10456; NHS-like 2
mmu:15229	K09397 forkhead box protein D | (RefSeq) Foxd1, AI385632, BF-2, FREAC4, Hfh10, Hfhbf2; forkhead box D1
mmu:474332	no KO assigned | (RefSeq) Dnm3os, 6030416H16Rik, Hag2, Npn1, P/L01; dynamin 3, opposite strand
mmu:353155	K07627 gap junction protein, chi 1 | (RefSeq) Gjd3, Gja11, Gjc1, cx30.2; gap junction protein, delta 3
mmu:75328	no KO assigned | (RefSeq) 4930563D23Rik; RIKEN cDNA 4930563D23 gene
mmu:15221	K09397 forkhead box protein D | (RefSeq) Foxd3, CWH3, Genesis, Hfh2; forkhead box D3
mmu:433287	K13094 RNA-binding protein 5/10 | (RefSeq) Gm15455, AA692849, OTTMUSG00000022109; predicted gene 15455
mmu:257932	K04257 olfactory receptor | (RefSeq) Olfr332, MOR284-2; olfactory receptor 332
mmu:545649	no KO assigned | (RefSeq) Gm13276, OTTMUSG00000011269; predicted gene 13276
mmu:545650	no KO assigned | (RefSeq) Gm13277, OTTMUSG00000011270; predicted gene 13277
mmu:545651	no KO assigned | (RefSeq) Gm13278, OTTMUSG00000011272; predicted gene 13278
mmu:382209	no KO assigned | (RefSeq) Rhox3a, AY147207, Gm1138, Prx, Rhox3, Rhox3.1; reproductive homeobox 3A
mmu:258022	K04257 olfactory receptor | (RefSeq) Olfr1318, MOR245-16; olfactory receptor 1318
mmu:259112	K04257 olfactory receptor | (RefSeq) Olfr979, MOR223-1; olfactory receptor 979
mmu:259110	K04257 olfactory receptor | (RefSeq) Olfr980, MOR223-2; olfactory receptor 980
mmu:78092	no KO assigned | (RefSeq) Samt1, Gm15144, OTTMUSG00000019268; spermatogenesis associated multipass transmembrane protein 1
mmu:258590	K04257 olfactory receptor | (RefSeq) Olfr702, MOR260-4; olfactory receptor 702
mmu:327963	no KO assigned | (RefSeq) Zfp616, Gm12330, OTTMUSG00000006163; zinc finger protein 616
mmu:258812	K04257 olfactory receptor | (RefSeq) Olfr923, MOR164-2; olfactory receptor 923
mmu:257917	K04257 olfactory receptor | (RefSeq) Olfr314, MOR278-2; olfactory receptor 314
mmu:105590	no KO assigned | (RefSeq) Zfp957, AU017455; zinc finger protein 957
mmu:259102	K04257 olfactory receptor | (RefSeq) Olfr630, MOR17-1; olfactory receptor 630
mmu:404315	K04257 olfactory receptor | (RefSeq) Olfr372, MOR282-1; olfactory receptor 372
mmu:258822	K04257 olfactory receptor | (RefSeq) Olfr39, MOR144-1; olfactory receptor 39
mmu:258336	K04257 olfactory receptor | (RefSeq) Olfr77, 18A, MOR143-1; olfactory receptor 77
mmu:258521	K04257 olfactory receptor | (RefSeq) Olfr860, MOR146-2; olfactory receptor 860
mmu:237433	K02951 small subunit ribosomal protein S12e | (RefSeq) Gm4925, EG237433; predicted gene 4925
mmu:71300	no KO assigned | (RefSeq) Rnf148, 4933432M07Rik, Greul3; ring finger protein 148
mmu:77117	no KO assigned | (RefSeq) Zfp934, 6720457D02Rik; zinc finger protein 934
mmu:258706	K04257 olfactory receptor | (RefSeq) Olfr43, IA7, MOR125-1, MOR125-5_p, Olfr403; olfactory receptor 43
mmu:13801	no KO assigned | (RefSeq) Enam, abte; enamelin
mmu:637896	no KO assigned | (RefSeq) Vmn2r78; vomeronasal 2, receptor 78
mmu:271375	no KO assigned | (RefSeq) Cd200r2, AY230198, Cd200r1l; Cd200 receptor 2
mmu:16478	K04449 transcription factor jun-D | (RefSeq) Jund, Jund1; jun D proto-oncogene
mmu:218268	K03259 translation initiation factor 4E | (RefSeq) Eif4e1b, Eif4eloo, Gm273; eukaryotic translation initiation factor 4E family member 1B
mmu:20408	K11247 endophilin-A | (RefSeq) Sh3gl3, EEN-B2, SH3P13, Sh3d2c, Sh3d2c2; SH3-domain GRB2-like 3
mmu:110957	K11594 ATP-dependent RNA helicase DDX3X [EC:3.6.4.13] | (RefSeq) D1Pas1, Pl10; DNA segment, Chr 1, Pasteur Institute 1
mmu:19418	K12326 Ras-specific guanine nucleotide-releasing factor 2 | (RefSeq) Rasgrf2, 6330417G04Rik, AW048350, Grf2, Ras-GRF2; RAS protein-specific guanine nucleotide-releasing factor 2
mmu:378430	K18760 protein nanos 2 | (RefSeq) Nanos2, nos2; nanos homolog 2 (Drosophila)
mmu:434402	no KO assigned | (RefSeq) Gm5617, EG434402; predicted gene 5617
mmu:70491	no KO assigned | (RefSeq) 5730412P04Rik; RIKEN cDNA 5730412P04 gene
mmu:258602	K04257 olfactory receptor | (RefSeq) Olfr150, M93, MOR171-18; olfactory receptor 150
mmu:258565	K04257 olfactory receptor | (RefSeq) Olfr1009, MOR175-3; olfactory receptor 1009
mmu:258573	K04257 olfactory receptor | (RefSeq) Olfr1020, MOR201-2; olfactory receptor 1020
mmu:70362	no KO assigned | (RefSeq) Actl10, 1700007I08Rik; actin-like 10
mmu:18313	K04257 olfactory receptor | (RefSeq) Olfr16, MOR23, MOR26713; olfactory receptor 16
mmu:238393	K04525 serpin peptidase inhibitor, clade A | (RefSeq) Serpina3f, 2A1, BC049975; serine (or cysteine) peptidase inhibitor, clade A, member 3F
mmu:258178	K04257 olfactory receptor | (RefSeq) Olfr180, MOR184-11P, MOR184-9, Olfr1563-ps1; olfactory receptor 180
mmu:68725	no KO assigned | (RefSeq) 1110032F04Rik, AI115547; RIKEN cDNA 1110032F04 gene
mmu:228228	K04257 olfactory receptor | (RefSeq) Olfr1102, MOR179-4; olfactory receptor 1102
mmu:14237	K09397 forkhead box protein D | (RefSeq) Foxd4, FREAC5, Fkh2; forkhead box D4
mmu:71198	K13716 OTU domain-containing protein 1 [EC:3.4.19.12] | (RefSeq) Otud1, 4933428L19Rik; OTU domain containing 1
mmu:27216	K04257 olfactory receptor | (RefSeq) Olfr154, 912-93, MOR175-1, OR93, Olfr4-3; olfactory receptor 154
mmu:80706	K04257 olfactory receptor | (RefSeq) Olfr160, M72, MOR171-3, Olfr7b; olfactory receptor 160
mmu:226278	K04314 prolactin releasing hormone receptor | (RefSeq) Prlhr, Gm339, Gpr10, Gr3, Prrpr; prolactin releasing hormone receptor
mmu:71986	K20096 ATP-dependent RNA helicase DDX28 [EC:3.6.4.13] | (RefSeq) Ddx28, 2410004K13Rik, AI449652, Mddx28; DEAD (Asp-Glu-Ala-Asp) box polypeptide 28
mmu:20170	K20192 Hermansky-Pudlak syndrome 6 protein | (RefSeq) Hps6, 5330434M19Rik, BLOC2, ru; Hermansky-Pudlak syndrome 6
mmu:408198	no KO assigned | (RefSeq) Spink7, EG408198, Ecg2; serine peptidase inhibitor, Kazal type 7 (putative)
mmu:75482	K09547 heat shock protein beta-9 | (RefSeq) Hspb9, 1700007H20Rik; heat shock protein, alpha-crystallin-related, B9
mmu:17695	no KO assigned | (RefSeq) Msmb, PIP, PSP94, beta-MSP; beta-microseminoprotein
mmu:195236	K14316 nuclear pore complex protein Nup121 | (RefSeq) Pom121l2, Gm24; POM121 membrane glycoprotein-like 2 (rat)
mmu:79401	K17482 spermatogenic leucine zipper protein 1 | (RefSeq) Spz1, 1700027M20Rik, AI429130; spermatogenic leucine zipper 1
mmu:436090	K08415 G protein-coupled receptor 62 | (RefSeq) Gpr62, 4933402E03Rik; G protein-coupled receptor 62
mmu:66765	no KO assigned | (RefSeq) 4933411K16Rik; RIKEN cDNA 4933411K16 gene
mmu:101358	K10280 F-box and leucine-rich repeat protein 14 | (RefSeq) Fbxl14, AW322056, Fbx14l; F-box and leucine-rich repeat protein 14
mmu:71088	no KO assigned | (RefSeq) 4933412E24Rik; RIKEN cDNA 4933412E24 gene
mmu:68515	no KO assigned | (RefSeq) Myadml2, 1110012N22Rik; myeloid-associated differentiation marker-like 2
mmu:22373	K17106 whey acidic protein | (RefSeq) Wap; whey acidic protein
mmu:15427	K09294 homeobox protein HoxA/B/C/D9 | (RefSeq) Hoxc9, Hox-3.2; homeobox C9
mmu:93838	K14433 ATP-dependent RNA helicase DQX1 [EC:3.6.4.13] | (RefSeq) Dqx1, 2310066E11Rik; DEAQ RNA-dependent ATPase
mmu:240514	K16758 coiled-coil domain-containing protein 85B | (RefSeq) Ccdc85b, AI842788, BB115872; coiled-coil domain containing 85B
mmu:113847	K04614 vomeronasal1 receptor | (RefSeq) Vmn1r43, V1ra2, V1ra5; vomeronasal 1 receptor 43
mmu:113848	K04614 vomeronasal1 receptor | (RefSeq) Vmn1r42, V1ra1, V1ra3, V1ra6; vomeronasal 1 receptor 42
mmu:113857	K04614 vomeronasal1 receptor | (RefSeq) Vmn1r41, V1ra12, V1rb9; vomeronasal 1 receptor 41
mmu:22183	no KO assigned | (RefSeq) Zrsr1, D11Ncvs75, Irlgs2, SP2, U2af1-rs1, U2afbp-rs; zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1
mmu:330216	no KO assigned | (RefSeq) Mblac1; metallo-beta-lactamase domain containing 1
mmu:66784	no KO assigned | (RefSeq) Fam187a, 4933439F11Rik; family with sequence similarity 187, member A
mmu:18828	no KO assigned | (RefSeq) Plscr2; phospholipid scramblase 2
mmu:54651	K11366 ubiquitin carboxyl-terminal hydrolase 22/27/51 [EC:3.4.19.12] | (RefSeq) Usp27x, Sfc11, Usp27; ubiquitin specific peptidase 27, X chromosome
